kicnumber|teff_lamost_lasp|teff_lamost_lasp_err|logg_lamost_lasp|logg_lamost_lasp_err|feh_lamost_lasp|feh_lamost_lasp_err|Lum_gaia|E_Lum|e_Lum
3343185|5145.43|39.98|4.671|0.066|0.006|0.038|0.41295163143799996|0.010870268320599999|0.010644686667299999
3344826|6139.02|35.66|4.298|0.059|-0.141|0.034|1.70496828129|0.0675417330848|0.0648043869231
3345553|6245.47|29.77|4.086|0.049|-0.396|0.028|7.331766459810001|0.564022308152|0.51750130498
3346918|5622.31|39.6|4.533|0.065|0.0|0.038|0.6846935233050001|0.0263613579299|0.025217765062599998
3347855|6277.24|35.78|4.266|0.059|-0.097|0.034|2.25525268382|0.0932767814961|0.08971446340679999
3347938|6234.35|14.45|4.319|0.023|0.11|0.012|1.9597352523400002|0.0467497449814|0.0453087849675
3348533|5626.51|49.58|4.499|0.082|0.12|0.047|0.775081498833|0.030071871215400003|0.028818737753400003
3348826|5633.22|75.26|4.573|0.124|0.032|0.072|0.726348700083|0.0302186880039|0.029069777911600002
3353043|5182.42|56.13|4.677|0.092|-0.211|0.054|0.349801237148|0.0061620642234699995|0.006087991326270001
3353930|6218.49|90.72|3.952|0.149|0.048|0.088|8.91393660905|0.5351695611439999|0.49894246037100004
3354495|6062.45|77.87|4.409|0.128|0.075|0.075|1.37660688142|0.043212102421500004|0.0415950513532
3355784|6422.3|49.04|4.09|0.081|-0.102|0.047|7.024532734580001|0.38609013087099997|0.363267508169
3356592|5936.19|42.85|4.327|0.071|-0.354|0.041|1.20021557457|0.0245095156218|0.024103473442500002
3425290|5382.13|25.06|4.648|0.041|0.196|0.023|0.555854592907|0.022376111510099998|0.021514222222599997
3426503|5626.62|22.75|4.609|0.037|0.357|0.021|0.7148322869920001|0.014789709487399999|0.014555127882299998
3426820|5759.99|42.14|4.489|0.069|0.12|0.04|1.01891488151|0.0549310107312|0.0517048505798
3427772|4594.69|28.92|4.672|0.048|-0.119|0.027|0.226305520415|0.00580722322824|0.0056337237428999995
3432028|6776.11|19.46|3.979|0.032|0.093|0.018|9.682473388039998|0.43209016943499995|0.411532913498
3432077|5749.53|24.21|3.987|0.04|-0.212|0.023|5.51602312113|0.19778022819200003|0.189973655046
3437548|6053.77|17.09|3.801|0.028|0.291|0.015|11.1336058176|0.583309734415|0.5504556258519999
3437693|5599.29|48.36|4.619|0.076|-0.157|0.041|0.613064361799|0.0153268109816|0.0150256632267
3438249|5951.22|36.3|4.275|0.06|0.08|0.034|1.51541331688|0.0580118008548|0.055788600799099995
3438815|5617.84|23.97|3.736|0.04|0.086|0.022|5.4766274397500005|0.230691355268|0.21993643520999998
3439745|5959.96|26.12|4.255|0.043|-0.063|0.025|1.4343189651|0.0416789593627|0.040370238618300004
3439831|6303.68|13.43|4.192|0.022|-0.079|0.012|7.819533540039999|0.293818571103|0.280990961384
3440074|6947.17|20.35|4.044|0.034|-0.008|0.019|6.21093250254|0.219659025355|0.210966796028
3440429|6721.09|64.48|3.927|0.106|0.202|0.059|16.8339922274|0.9880242745119999|0.922508289396
3440811|6224.68|21.1|4.247|0.035|-0.227|0.019|1.47598564188|0.0443055828687|0.0428031718001
3441423|5559.44|35.73|4.56|0.059|-0.025|0.034|0.593143167531|0.021662029116700003|0.020910922797
3442285|5432.97|33.62|4.661|0.055|-0.116|0.032|0.8244633700759999|0.0287497275823|0.0277511479006
3442846|4625.32|37.47|4.599|0.062|-0.137|0.035|0.21622979750399998|0.00423124078809|0.0041676700693600004
3443012|4515.98|41.11|4.663|0.068|-0.277|0.039|0.39114205204400004|0.00879595306835|0.008651727685620001
3444884|5651.34|20.6|4.566|0.034|0.097|0.018|0.773074724594|0.018036123912900003|0.0176898943587
3445443|5642.58|37.01|4.517|0.061|0.123|0.035|0.832335139711|0.0251867097151|0.0245085707388
3447283|6014.98|61.19|4.263|0.101|-0.333|0.059|3.53194832634|0.36857846357699997|0.325225152191
3449352|5804.09|54.78|4.589|0.09|0.056|0.052|1.27794444534|0.0400530492871|0.038917691931599996
3453026|6513.96|21.2|3.882|0.035|0.233|0.019|28.0833662342|9.70441421002|6.42413150538
3453588|6304.0|26.46|4.163|0.044|0.036|0.025|3.6003996245099996|0.145905927184|0.139290648923
3455074|6436.44|76.22|4.11|0.125|0.099|0.074|3.22627697227|0.0821693031479|0.0793329494534
3455483|6589.92|16.04|4.205|0.026|0.014|0.014|3.02075151199|0.0824827942915|0.07972036634980001
3526472|5291.69|31.49|4.733|0.052|0.171|0.029|0.50163315779|0.0172105191517|0.016547750597099998
3526481|5471.94|20.14|3.836|0.033|0.152|0.018|4.5856250029300005|0.15129945940700001|0.14606904787799999
3527869|6169.18|17.74|4.427|0.029|0.009|0.016|3.11615775037|0.11775128513699999|0.11290802949999999
3530481|5729.4|57.6|4.53|0.095|-0.126|0.055|0.7380113264229999|0.030767480911599997|0.029525436824699998
3533183|6441.43|89.12|4.148|0.147|-0.306|0.086|3.0178359874500003|0.150306206164|0.141693317914
3533195|6288.11|28.58|4.096|0.047|0.023|0.027|4.389131449090001|0.165602183113|0.158658455532
3533534|4588.28|70.9|4.638|0.117|0.015|0.068|0.234091936654|0.0052514120666|0.00515116135038
3533551|6282.67|33.46|3.979|0.055|-0.107|0.032|9.72117552127|0.5534424697770001|0.519621693521
3534131|5906.48|65.78|4.564|0.108|-0.006|0.063|0.77360555022|0.0181521787758|0.017772016816000002
3534192|6704.21|15.95|4.094|0.026|-0.109|0.015|8.449696852699999|0.408714310926|0.386774718741
3534259|4969.85|46.91|4.696|0.077|-0.096|0.045|0.532438287737|0.018926139139900003|0.0182523593254
3539331|4375.6|77.14|4.372|0.127|-0.21|0.074|0.155191902798|0.00347810488558|0.00342019882594
3539475|4648.35|44.6|4.683|0.074|0.006|0.042|0.222347005833|0.00430979961862|0.0042397327444
3539632|5624.71|30.5|4.47|0.05|0.163|0.028|0.706495870963|0.017737273348|0.017267965269799998
3539802|5743.65|64.19|4.559|0.106|0.032|0.062|0.8092843592300001|0.0572972662988|0.0530709844202
3540709|5764.72|82.08|4.564|0.134|-0.039|0.073|0.970010219103|0.0219493079147|0.021369409603400003
3540728|5609.83|31.63|4.528|0.052|0.192|0.028|0.703457028546|0.0487292872709|0.044950857146100004
3541086|6771.7|62.0|4.008|0.094|0.127|0.051|10.4610498602|0.543136924133|0.511273231975
3542119|6537.85|15.74|3.822|0.025|0.151|0.013|14.5386628484|0.9885361597799999|0.9067379922609999
3542309|4967.76|31.41|4.725|0.052|0.032|0.029|0.625946264435|0.0146498743578|0.014349092559599999
3542352|5818.35|160.39|3.701|0.264|0.35|0.155|7.34258035013|0.42054232330499997|0.39203975770000005
3542788|6071.83|21.56|3.957|0.036|-0.014|0.02|7.3054266734899995|0.47285012621699996|0.43825581214500003
3543070|6716.24|18.46|3.894|0.03|0.035|0.016|13.7035122974|0.899730195113|0.831370067041
3543198|5898.32|23.95|4.499|0.04|0.139|0.022|1.1051994281200002|0.0325877103793|0.031428814144099995
3544878|6519.16|17.4|3.838|0.029|0.181|0.016|22.585493635|1.99481815471|1.79172958568
3545840|6672.1|13.06|3.921|0.018|0.019|0.01|12.6996857199|0.45171539022699997|0.435994040065
3546318|5829.97|52.96|4.399|0.087|-0.03|0.051|1.00508200403|0.0352271835316|0.0339577620515
3546722|5892.24|74.9|4.135|0.123|-0.161|0.072|1.5631900473299998|0.11113344232000001|0.102816618299
3546821|5835.47|21.45|4.479|0.036|0.26|0.019|1.1833529317799998|0.0298532887712|0.028958008405299995
3547303|5542.19|36.63|4.587|0.06|0.05|0.035|0.647686943402|0.0212776324435|0.0205680741005
3547599|5908.78|54.59|4.558|0.09|0.29|0.052|0.989810141809|0.0359681904437|0.03469747512119999
3550155|5776.32|74.05|4.5|0.122|0.065|0.071|0.939498416082|0.05430764327240001|0.051092293611000004
3554660|6258.51|89.95|4.454|0.148|0.1|0.087|3.4119406917400004|0.235138604812|0.216584242687
3555965|6465.76|111.15|4.285|0.183|-0.116|0.108|2.16492700455|0.0890774224332|0.08501213469
3626374|6808.24|13.02|4.109|0.021|-0.073|0.011|5.67494029503|0.271509256934|0.257868652601
3626670|5366.92|66.31|3.952|0.109|0.298|0.064|3.2881142965|0.160101938036|0.15179522075899998
3626871|6193.82|21.87|3.907|0.036|0.01|0.02|11.700977704000001|0.8165102033930001|0.746940464467
3628076|5598.09|25.58|4.388|0.042|-0.429|0.024|0.9305823545849999|0.0288175524895|0.0278659435557
3628110|5996.8|74.41|4.272|0.122|-0.105|0.072|2.8018706256800003|0.118246173852|0.11234540592700001
3628867|4900.07|48.32|4.77|0.08|0.108|0.046|0.293642189679|0.006875764214260001|0.00673508351345
3629100|5581.37|26.17|4.559|0.043|0.165|0.024|0.773841236603|0.0191480163201|0.018654279762400004
3630259|4634.34|64.94|4.679|0.107|-0.261|0.063|0.19890307179900002|0.0036426457452100004|0.0035888912172300004
3630998|5677.62|26.95|4.442|0.044|0.041|0.025|0.809346508871|0.0338611956501|0.0323611988814
3631421|5659.21|34.87|4.618|0.058|0.193|0.033|0.7341344157080001|0.015774944295700002|0.0154225157315
3634755|5541.53|35.3|3.97|0.058|0.2|0.033|7.042192795660001|0.260055516397|0.249770167492
3635134|4558.56|66.38|4.641|0.109|-0.339|0.064|0.206754923517|0.00411487545319|0.00404372455949
3641346|5909.54|17.6|4.381|0.029|0.14|0.016|1.35564286968|0.0351007030077|0.0340746210374
3642808|5895.12|113.61|4.443|0.187|0.032|0.11|1.17570290608|0.0275293520316|0.026814676646400002
3644539|6277.39|14.69|4.336|0.022|-0.027|0.012|7.449993286880001|0.576532284996|0.524197410277
3646848|5394.06|79.01|4.672|0.13|0.105|0.076|0.46874686623499995|0.0121576677416|0.011896509014600001
3647317|5683.58|70.13|4.394|0.115|0.005|0.068|1.38627104036|0.07557480476169999|0.0713767500197
3647505|5691.92|25.82|4.535|0.042|0.047|0.024|0.737697212135|0.017724922367599996|0.017400673448
3648913|5871.21|17.74|4.504|0.029|0.092|0.016|1.2808553741600002|0.036755776165999995|0.035794795419800005
3654151|5761.44|75.51|4.169|0.124|-0.415|0.073|3.99074328818|0.193427749997|0.183473316662
3654515|6643.3|31.1|3.92|0.051|0.165|0.029|14.450017949500001|1.13780353051|1.03119417345
3654549|4793.27|35.4|4.591|0.058|-0.285|0.033|0.569223042517|0.012775254209100001|0.0125036992768
3655043|6063.78|28.47|4.35|0.047|0.117|0.027|2.1215863393200003|0.0784887769153|0.0751956016944
3655570|6307.85|19.76|4.061|0.033|0.069|0.018|6.9319469079100005|0.295536534786|0.28256847249899997
3657843|6803.39|41.42|3.948|0.068|-0.077|0.04|18.3152876727|0.974423684479|0.9164607702349999
3659077|6040.09|113.89|4.245|0.187|-0.197|0.11|1.31213585102|0.045017251724899995|0.0436959618434
3659182|6198.5|58.23|4.235|0.096|0.306|0.056|3.0241187089099997|0.097304131411|0.0938490369424
3662035|5799.41|103.87|4.577|0.171|0.096|0.1|1.03594453452|0.0241678424863|0.023529869309900003
3727875|6413.75|29.37|4.289|0.048|0.084|0.028|3.92241841754|0.208087665096|0.19777458415
3730378|5946.85|19.71|4.405|0.032|-0.065|0.018|1.10835041034|0.020471453592599997|0.020154686485900002
3735431|6451.52|34.0|4.237|0.056|-0.283|0.032|4.70734527647|0.20077190090799998|0.19132427227
3735674|6332.18|40.94|4.071|0.067|-0.26|0.039|6.857335561240001|0.34446655572800006|0.325236266717
3735720|4920.1|40.23|4.68|0.066|0.082|0.038|0.255375575991|0.00521997377078|0.00511844599847
3743511|5767.89|207.89|4.313|0.288|-0.327|0.167|2.69986006319|0.0632933370946|0.0618238085906
3743810|6119.86|27.46|4.418|0.038|0.109|0.022|3.16579716226|0.07722010805710001|0.075098328942
3744505|6362.11|15.38|4.305|0.023|-0.033|0.013|3.6401840291199994|0.132857643751|0.12781772644
3744693|6284.69|19.07|3.963|0.031|0.077|0.017|10.8509355144|0.48977100646300004|0.465857710146
3746248|6409.4|20.35|4.229|0.033|0.099|0.018|2.7145596385500004|0.101601765637|0.0977570332487
3747118|6056.63|42.87|4.218|0.071|-0.078|0.041|2.93793677249|0.117677221865|0.11311459539
3748592|6497.39|22.9|4.19|0.038|-0.162|0.021|2.95218212088|0.115123303957|0.110802378326
3748664|5086.64|28.06|4.762|0.046|0.014|0.026|0.338349242483|0.006820643615060001|0.00670386928619
3749348|6827.53|18.66|3.804|0.027|0.301|0.016|16.8366671428|0.868461121761|0.82360971462
3749587|6531.29|25.48|4.196|0.042|-0.148|0.024|2.81218188616|0.116465946464|0.11176349264
3750812|6152.55|31.94|4.338|0.053|-0.141|0.03|1.52561552419|0.050015136470099995|0.0485090026854
3751247|6224.96|30.35|4.065|0.05|-0.192|0.028|5.09085470286|0.289647507368|0.270646616156
3754946|5897.49|33.29|3.815|0.055|0.303|0.032|8.26714548925|0.41852482381300005|0.395998680216
3755243|6401.85|17.46|4.198|0.029|0.014|0.016|5.4694135602600005|0.22229464753000003|0.21185037837499998
3757370|5317.21|71.68|3.72|0.118|0.468|0.069|5.91782046703|0.25245450343000003|0.24148942619600003
3757521|6852.44|82.89|4.042|0.136|0.004|0.08|7.803139539450001|0.43710844170900004|0.410551856378
3758245|6291.91|83.24|3.986|0.137|0.035|0.08|10.7392799656|0.6979792848530001|0.644874556911
3758694|6405.97|26.59|4.29|0.044|-0.071|0.025|4.04589682677|0.125749931128|0.122558556492
3831832|5522.79|27.97|4.553|0.046|0.279|0.026|0.652410301456|0.0282972387407|0.0271054903473
3836772|6191.26|27.75|4.22|0.046|0.067|0.026|2.31371867792|0.048843542927199994|0.047908921925800006
3838965|5862.93|31.31|4.442|0.052|-0.154|0.029|1.0544056272600002|0.0505354192866|0.0478696306689
3839042|5992.61|18.38|4.147|0.03|0.041|0.016|2.97503674893|0.117530495397|0.11283603570499999
3839098|6187.11|16.14|4.352|0.026|-0.062|0.014|1.71165625712|0.0454145975581|0.044517701322300006
3842433|6518.26|41.68|4.132|0.069|0.319|0.04|5.69358694146|0.23749519042800002|0.226496753783
3846936|6409.56|20.25|4.227|0.033|0.044|0.018|2.60550408221|0.100334647193|0.0966677908262
3847077|6567.1|22.47|4.059|0.037|-0.123|0.021|8.71108435602|0.5360380019550001|0.500630435335
3849302|6975.22|44.46|3.975|0.073|-0.106|0.042|1.89639654612|0.0711033711625|0.0685546967041
3849795|6091.43|27.01|4.036|0.045|-0.134|0.025|7.8094801696700005|0.478435577175|0.446672587431
3849876|6551.79|14.41|3.995|0.023|-0.001|0.013|6.03422805661|0.305832714343|0.288528349815
3850464|5496.19|34.05|4.29|0.056|0.262|0.032|0.8091850085619999|0.0171773468518|0.0168143633678
3850559|5355.9|38.62|4.372|0.064|-0.578|0.037|0.79803128896|0.028191634403599997|0.027192641020499998
3850692|5208.48|40.95|4.655|0.067|0.205|0.039|0.44705594019100003|0.00916531458202|0.00896370365613
3851223|6791.0|33.58|4.072|0.055|-0.132|0.032|5.5847205879|0.34917985727|0.323682613503
3852175|6368.88|20.36|4.271|0.034|0.002|0.019|3.4406076009|0.12569233877|0.12122162421499999
3853006|6295.42|19.74|4.314|0.033|0.067|0.018|2.14513443415|0.0741458167603|0.07166610073350001
3853373|6264.11|15.98|4.18|0.026|0.1|0.014|10.4499557802|0.7185139353829999|0.661666566575
3853638|6269.5|31.23|4.399|0.052|0.029|0.03|2.1007002616799997|0.08475309663910001|0.0812951009717
3938161|6041.06|32.83|4.39|0.054|-0.016|0.031|1.45006204947|0.062021408172000005|0.059007322705
3938354|5889.13|32.06|4.241|0.053|-0.041|0.03|2.23039333453|0.115795992424|0.10961038173800002
3938458|6320.08|15.92|4.19|0.026|-0.014|0.014|2.91147314568|0.116517746506|0.11161030760099999
3939647|4659.26|73.35|4.533|0.121|0.319|0.071|0.326744879283|0.008661268169059998|0.00841479625384
3942571|6785.91|19.12|3.873|0.03|0.204|0.017|11.0976454952|0.7753724099529999|0.7090980767649999
3942959|5924.84|29.93|4.418|0.049|-0.076|0.028|2.42321280586|0.09624251534560001|0.0921735143052
3945791|6587.52|23.79|3.936|0.039|0.077|0.022|21.7788249856|1.88483020637|1.6934617899899997
3945818|6703.55|28.76|3.842|0.044|-0.007|0.024|24.152590267399997|1.16610970822|1.1044965929100001
3946030|5994.1|62.26|4.285|0.103|0.106|0.06|1.40724913913|0.0889012644812|0.0828560313406
3946233|5474.04|74.98|4.779|0.123|0.132|0.072|0.485696011102|0.026917737684800002|0.0253571428962
3946300|5652.75|46.41|4.615|0.077|0.214|0.044|1.5199005216600001|0.0671204240361|0.063939240971
3946621|6044.77|30.12|4.347|0.05|-0.063|0.029|7.43009429212|0.6805051722930001|0.6086280017019999
3946684|6449.06|14.27|4.186|0.023|0.059|0.012|2.89003907176|0.112795203598|0.108120845654
3952795|5235.5|20.83|3.853|0.033|0.212|0.018|4.4136031869800005|0.175419036023|0.168106778698
3955563|5321.9|100.75|4.512|0.166|0.438|0.098|0.709938275788|0.0216047901778|0.0208056244202
3955797|5588.1|48.21|4.179|0.079|0.107|0.046|2.8945678178900005|0.164820378943|0.154358048449
3958507|5986.0|20.27|4.353|0.033|0.083|0.019|1.83143724442|0.09949527713020001|0.0932773809691
3958523|5643.11|24.8|4.132|0.041|-0.146|0.023|1.6540541871799999|0.043431315303600004|0.0422347708864
3964954|6642.51|16.58|3.995|0.027|0.135|0.015|10.4352114869|0.46762189980400004|0.44435207388400005
3855097|6374.72|34.73|4.111|0.057|0.064|0.033|4.0472003828|0.323840676596|0.294676412813
3858086|5417.37|79.02|4.676|0.13|0.3|0.076|0.42988355649|0.00969243842085|0.00951661991099
3859043|5708.28|48.17|4.316|0.08|0.029|0.046|0.9261338661949999|0.0271812326983|0.026326060785599997
3865815|5264.95|33.99|4.498|0.056|0.363|0.033|0.559766287009|0.011507055419600001|0.011311537218500001
3935496|5728.42|27.74|3.807|0.046|0.026|0.026|4.05726230215|0.158944231587|0.152197243293
3936993|6292.49|12.54|4.096|0.017|-0.135|0.01|4.931421186180001|0.143545165094|0.139458915339
3965916|5783.11|87.45|4.361|0.144|0.074|0.085|1.1672855132200002|0.037323253852|0.03616611454
3965951|6287.59|70.68|4.284|0.117|0.07|0.068|2.39880466775|0.12144029826500001|0.11442881213199999
3974277|6104.95|26.29|4.09|0.043|0.198|0.025|3.7552611201599997|0.140511430809|0.134734636207
3974401|6557.95|41.09|3.959|0.068|0.199|0.039|11.288653016900001|0.738191002217|0.6794491749070001
4036873|5783.58|23.31|4.331|0.038|0.438|0.021|1.59820823338|0.042460532240900004|0.0413851605391
4037745|5766.53|25.8|4.051|0.042|0.24|0.023|3.6691312577199997|0.137447671811|0.132057835009
4040823|4786.28|58.6|4.669|0.097|-0.122|0.056|0.561800088718|0.05265357600980001|0.0467095518163
4041351|5604.89|26.47|4.429|0.044|0.369|0.025|0.9162200885590001|0.0395655162401|0.0377565657689
4045214|5396.39|39.55|4.727|0.065|0.189|0.037|0.439273645823|0.00889712301795|0.00871249728289
4045241|5690.44|72.95|4.39|0.12|0.088|0.07|0.955672404976|0.0497860552437|0.0472176525298
4047652|6186.52|44.38|4.255|0.073|-0.405|0.042|2.54111811795|0.149805898783|0.140167606747
4048325|5509.79|46.97|4.391|0.077|0.18|0.045|0.754426793242|0.023768722382299996|0.023039780181
4049576|5881.99|15.8|3.943|0.025|-0.189|0.014|4.45736936492|0.1185978115|0.116175416316
4049772|6529.92|17.54|4.17|0.028|-0.091|0.015|2.84195459473|0.0895662291272|0.08673731622410001
4049895|4921.54|45.4|4.731|0.075|0.149|0.043|0.272015378603|0.0066252832539|0.0064707392715799995
4057479|6251.16|29.82|4.284|0.049|0.095|0.028|2.18446073157|0.067123721957|0.0645942444261
4057524|5596.13|27.39|4.674|0.045|0.109|0.025|1.18212682997|0.0289239900781|0.0282888396648
4059416|5620.29|27.7|4.156|0.046|-0.288|0.026|1.8122332352700001|0.0639156017605|0.0617984607278
4059778|5592.65|25.66|4.568|0.042|0.064|0.024|0.748806723662|0.017080067228|0.0167017629439
4060994|6086.23|18.67|4.361|0.031|0.195|0.017|1.91307470118|0.056583282104|0.0545680860233
4061267|5981.98|106.84|4.375|0.176|-0.151|0.104|1.46908415305|0.114286916141|0.10497431917899999
4063899|6344.29|17.59|4.275|0.029|-0.128|0.016|3.97009172335|0.13898230526|0.13408558603
4064149|5363.98|44.04|4.481|0.073|0.393|0.042|0.992280211186|0.027692346778599997|0.026876909976
4065126|5197.59|95.32|4.697|0.156|0.321|0.092|0.861109912904|0.0290069312818|0.028095586944599998
4068261|6259.84|105.95|4.251|0.174|0.025|0.103|1.9936944063900002|0.0802405462367|0.076870338049
4071524|5201.04|53.98|4.632|0.089|0.019|0.052|0.880290441397|0.0165556898226|0.0162838438325
4076261|6439.93|62.16|4.081|0.102|0.242|0.06|4.83218961678|0.23756304468000003|0.224344004198
4140876|5960.87|52.89|4.295|0.087|0.077|0.051|1.6854267724599998|0.0504116965668|0.0486996730826
4141480|6034.44|66.76|4.455|0.11|0.033|0.064|1.4816308056999998|0.037243666371199996|0.0360119125883
4141760|6297.73|38.47|4.135|0.063|-0.215|0.037|4.1160978540499995|0.137575666475|0.132538292102
4142730|5456.85|105.14|4.537|0.173|0.106|0.101|0.585926940536|0.022496507134599997|0.021225258418099996
4143075|5518.62|23.91|4.525|0.039|-0.094|0.022|0.608416896046|0.026082734807099998|0.024932449843599998
4143167|5350.95|23.08|4.481|0.038|0.072|0.021|0.594235344188|0.0228072236706|0.0215091050284
4144355|4461.4|87.07|4.541|0.143|-0.279|0.084|0.185985705079|0.0042615044617|0.00417175659266
4144893|4336.25|42.91|4.619|0.071|-0.055|0.04|0.217581629227|0.00827184750799|0.00793611918326
4147857|5822.41|106.02|4.487|0.174|-0.059|0.103|1.19231394301|0.0755555837665|0.0706678784125
4148290|6184.93|67.1|4.172|0.111|-0.353|0.064|3.30761855642|0.115738810059|0.111729272177
