kicnumber|teff_lamost_lasp|teff_lamost_lasp_err|logg_lamost_lasp|logg_lamost_lasp_err|feh_lamost_lasp|feh_lamost_lasp_err|Lum_gaia|E_Lum|e_Lum
5956051|5177.07|42.73|4.475|0.07|0.153|0.041|0.404709626105|0.00835235351272|0.00820647096043
5957137|5684.51|22.47|4.594|0.037|0.033|0.021|0.815017557704|0.0191112679642|0.018697231271599998
5957220|6389.33|15.74|4.285|0.026|-0.061|0.014|3.0264791016|0.0865740312765|0.08365109834139998
5960988|6189.5|19.69|4.116|0.032|0.002|0.018|3.0876954550700004|0.132260323095|0.126086296083
5961066|6777.71|83.58|3.908|0.138|0.009|0.081|16.4630322446|1.5910223551499998|1.40556931095
5962682|5693.35|98.03|4.574|0.161|0.148|0.095|4.48042200746|0.477149614143|0.422223818362
5963253|5795.93|26.9|3.671|0.044|0.297|0.025|23.9284264291|2.0917402686|1.8742912818000002
5963726|5996.75|72.1|4.549|0.119|0.056|0.069|1.16224202247|0.0426876827444|0.0411624118141
5963915|6478.44|45.89|4.222|0.076|0.104|0.044|2.6648112643400004|0.09988811310080001|0.0964246998983
5963923|6541.81|66.0|4.108|0.108|-0.09|0.063|6.06675895828|0.371497798499|0.346885624516
5963970|5973.08|120.0|4.091|0.197|0.19|0.116|3.123030567|0.111226602601|0.10672047256200001
5964024|6132.28|51.24|4.43|0.084|0.183|0.049|1.7191811026|0.0403499951534|0.0395370273458
5975663|5652.82|26.41|4.586|0.044|0.104|0.024|1.5452332003100002|0.038019516398999996|0.0369634696961
5976413|6493.11|22.14|4.195|0.036|-0.018|0.02|3.0267764439|0.111997492983|0.10766904398600001
5978154|6741.64|22.08|3.96|0.036|-0.078|0.02|18.5716528721|1.36109488461|1.24706426856
5978436|6179.29|13.2|4.082|0.022|-0.063|0.012|8.141124804339999|0.337312680683|0.319634245247
5978533|6455.98|37.48|4.183|0.062|0.073|0.036|4.53364249827|0.266794095593|0.24147705325399998
5978682|6236.79|27.0|4.259|0.045|-0.126|0.025|2.11946158919|0.0832456260568|0.0798346757671
5979561|6030.51|79.77|4.292|0.131|0.046|0.077|3.93738058|0.190009020773|0.179740855526
5981224|5386.76|51.12|4.7|0.084|0.144|0.049|0.537340668433|0.014383222118|0.013924527491600001
5981636|5724.28|25.02|4.526|0.041|0.325|0.023|0.9077730122859999|0.023154351947800002|0.0224104790967
5981689|6439.32|39.61|4.186|0.065|0.03|0.038|3.06580330517|0.132457529604|0.126109672902
5981819|6794.65|12.69|3.993|0.021|0.074|0.011|9.390373878|0.6565561337129999|0.602371294415
5984589|6537.33|15.66|3.937|0.026|0.15|0.014|10.649133173200001|0.8270815536380001|0.754059981258
5985398|5968.04|29.46|4.241|0.049|0.307|0.028|2.0152695770299998|0.050685275443699995|0.0494755219508
5988255|5765.01|19.88|3.688|0.033|-0.078|0.019|13.3716573391|0.6824152557050001|0.644815072838
5988566|5982.48|21.04|4.227|0.035|0.14|0.02|2.05036222042|0.0441726674315|0.0434211998004
5988860|5956.96|31.5|4.381|0.052|0.316|0.03|2.19562274232|0.0878223456838|0.0839192622963
5989694|5929.03|24.23|4.515|0.04|0.143|0.023|1.6172488817299997|0.0495844277169|0.0481012090632
5991070|5812.75|58.5|4.55|0.096|0.108|0.056|1.8668199348400003|0.06308816872209999|0.0607738619941
5991079|6468.11|29.92|4.261|0.049|0.11|0.028|3.2824102583599997|0.116946177753|0.112641647663
6020045|6092.5|41.37|4.425|0.068|-0.045|0.039|1.5115363001299997|0.05773228206730001|0.0554319704202
6020153|5375.83|48.61|4.397|0.08|0.433|0.046|0.8277610913050001|0.0193721756885|0.0188818271524
6020410|6590.68|18.91|4.178|0.031|-0.091|0.017|3.47212619169|0.112424452161|0.10873258091299999
6021738|5513.79|72.88|4.513|0.12|0.046|0.07|0.6951106428899999|0.0233420183442|0.022617860040000003
6021874|5272.22|25.67|4.583|0.042|0.054|0.024|0.848055503661|0.0219625196649|0.0214670034754
6022110|6801.34|22.68|4.149|0.037|-0.045|0.021|9.14836194735|0.543345081009|0.5091450443509999
6023436|6300.88|50.35|4.223|0.083|-0.026|0.048|3.39101680365|0.13803763183700002|0.13208713516599999
6024170|5913.45|26.23|4.524|0.043|0.062|0.024|1.15943130537|0.0267418914553|0.0260855347676
6024455|6320.69|24.4|4.12|0.04|0.255|0.022|3.9779825670099997|0.144323787178|0.138874835676
6026059|5331.13|28.42|4.696|0.047|0.164|0.026|0.602507769448|0.0214303107028|0.020709073273200002
6026213|5374.19|46.94|4.55|0.077|0.27|0.044|0.589723419453|0.0142977295802|0.0139745180767
6032302|6301.97|16.05|4.315|0.026|0.002|0.014|2.13739012831|0.0580984891514|0.056171448012399997
6034341|4279.71|54.3|4.703|0.089|-0.385|0.052|0.12303398932600002|0.0023881174836700002|0.00234866486256
6034933|5132.18|28.27|4.773|0.046|0.117|0.025|0.37365030128700005|0.007035188142819999|0.00693191239425
6035466|6015.1|22.86|4.013|0.037|-0.077|0.022|4.42909894945|0.19267935894299998|0.18404660404599998
6035769|6526.52|18.72|4.101|0.031|-0.017|0.017|4.24858363086|0.17334452626699998|0.16592052266100002
6036770|5465.52|33.71|4.621|0.055|0.083|0.032|0.529520511888|0.0124555057262|0.0121667594987
6037036|5855.22|23.72|4.376|0.038|0.146|0.02|1.2317774647|0.0305536175997|0.029668972895900002
6037612|6156.25|20.25|3.887|0.033|0.154|0.02|32.2959205583|1.1393964788|1.09918052194
6038355|5872.12|21.81|4.462|0.034|-0.028|0.018|0.87010323435|0.017576700303900003|0.017275482189
6038870|5191.25|28.7|4.676|0.047|0.123|0.026|0.401926069719|0.007116785963759999|0.007021525699829999
6039091|5537.32|22.85|4.49|0.033|0.231|0.018|0.7340451053560001|0.0130120985383|0.012836102561999999
6041469|5712.04|35.33|4.001|0.059|0.421|0.033|2.0612911606799997|0.08241817111960001|0.0789299860613
6042798|6251.62|29.24|4.11|0.048|0.296|0.027|3.92643809292|0.160392009438|0.153340918271
6043010|6149.78|29.3|4.461|0.048|-0.136|0.028|1.47208986898|0.0508108069948|0.0486869761308
6043749|4650.31|108.83|4.758|0.179|-0.204|0.105|0.218941470462|0.00588141508066|0.0057629350488
6044714|5753.34|41.1|4.544|0.068|0.096|0.039|2.0316666428|0.0781629759596|0.07515994556469999
6044739|5870.18|33.68|3.902|0.055|0.022|0.032|5.196623764069999|0.275974852052|0.259868484861
6045909|6084.23|121.4|4.044|0.2|0.029|0.118|4.35093119543|0.167358857513|0.16001782883500001
6046643|5561.84|25.61|3.691|0.042|0.065|0.024|8.32267527984|0.33109525741|0.317159952476
6047663|6065.62|58.02|4.058|0.096|0.002|0.056|4.291186472380001|0.18890964867600002|0.18000223798099999
6048439|6568.71|107.7|4.141|0.177|-0.036|0.104|3.0951860050300004|0.13937300268|0.132893052161
6049366|6239.98|16.69|4.068|0.027|-0.142|0.015|4.40554880166|0.114747875269|0.11196024170499999
6057755|6311.96|20.76|4.303|0.034|0.048|0.019|2.01629776312|0.051070854193900006|0.049879679017199995
6058691|6735.85|33.04|4.175|0.055|-0.09|0.031|10.3412947937|0.762188083713|0.6939363627449999
6059842|5764.75|106.96|4.568|0.176|0.22|0.103|1.8376806458900001|0.07019742550750001|0.067090681122
6059892|5918.18|65.4|4.409|0.108|0.069|0.063|1.05425120037|0.0340687441548|0.0327822881143
6060010|6149.85|37.86|4.349|0.063|0.157|0.036|1.7621351805|0.0589139389841|0.0571112258075
6063322|6783.72|94.11|4.023|0.155|-0.038|0.091|9.14663709122|0.7251910845720001|0.659744747401
6063385|6102.25|21.71|4.102|0.035|0.243|0.019|3.7539831528900005|0.174751671116|0.165876584066
6064684|5562.09|30.12|4.645|0.05|0.107|0.028|0.532977169467|0.0142762136226|0.013915152567200002
6065010|6249.56|33.12|4.326|0.055|0.004|0.031|3.77255282991|0.185528476869|0.175699022975
6067321|5235.23|20.49|4.643|0.034|0.088|0.019|0.44276212630500006|0.00875205542812|0.00859081982258
6068204|6286.63|19.85|4.308|0.033|-0.0|0.018|2.00917949251|0.08098944633380001|0.0775059992388
6068947|5684.35|31.63|4.106|0.052|0.389|0.029|2.0905741725499998|0.0704169499123|0.0680928594891
6070594|6042.19|38.04|4.101|0.063|0.13|0.036|3.45073668786|0.162510015772|0.153691526356
6071132|7402.02|64.0|3.897|0.105|0.404|0.062|17.8394678724|1.88385938801|1.6441863945200001
6071557|6878.74|28.75|4.073|0.047|-0.069|0.027|10.7084876264|0.604066446795|0.566657270614
6071803|6390.84|31.38|4.133|0.052|-0.124|0.03|3.7705498684500003|0.129140483055|0.12441862934699999
6071998|6368.48|125.49|4.302|0.207|0.235|0.121|4.29733317434|0.152222560033|0.146493437392
6072388|6460.78|40.59|4.184|0.067|0.123|0.038|5.06545743577|0.24903211346700002|0.234926577219
6072451|6187.16|38.65|4.412|0.064|-0.203|0.037|1.8514142793400001|0.07407058393180001|0.0709800777273
6072535|5624.54|26.93|4.586|0.044|0.14|0.025|0.666161067152|0.014916462168299997|0.014509137216700002
6072702|5899.02|24.79|4.445|0.041|0.065|0.023|2.0367900527700002|0.064626280442|0.0625578517739
6073006|7765.11|44.3|3.924|0.073|0.183|0.042|12.894260501400002|0.943838214855|0.864553681569
6099826|5325.38|26.39|4.723|0.043|0.138|0.024|0.458615036752|0.00991942083415|0.00973912456919
6101530|5448.26|27.39|4.638|0.045|0.083|0.025|0.836521448372|0.0257127682577|0.0250587601929
6103297|5755.5|33.09|4.459|0.055|-0.151|0.031|0.952296304973|0.0240393949698|0.023427241278800002
6104455|5354.1|64.92|4.616|0.107|-0.117|0.063|0.5823053095090001|0.0171822341939|0.0167283413622
6104531|5106.13|32.5|4.733|0.054|-0.054|0.03|0.417890724491|0.013456044908399998|0.0129608062051
6104859|5385.87|53.39|4.624|0.088|0.244|0.051|0.580117632794|0.0159643094678|0.015559935233799999
6104927|6779.89|22.38|3.872|0.037|0.165|0.02|20.9401683395|1.65260722417|1.49615974386
6105180|5941.96|33.47|4.414|0.055|0.049|0.032|1.5086104967299998|0.040363583058|0.0390922380339
6105540|5927.06|16.51|4.139|0.026|0.042|0.014|5.35373804197|0.211505702096|0.20313224182
6105715|5386.59|48.62|4.538|0.08|0.082|0.047|0.626802307496|0.0509628261491|0.0465502633335
6106318|5496.28|23.21|4.598|0.038|0.106|0.021|1.42902987481|0.0722847094399|0.0689821822555
6106619|5668.87|26.52|4.529|0.044|-0.026|0.025|0.9149866322840001|0.045839629062900004|0.04330906552950001
6107280|4981.14|37.22|4.746|0.061|0.002|0.035|0.450692935133|0.0415255339776|0.037149180291
6107355|5274.21|63.19|4.829|0.104|0.128|0.06|0.408580917728|0.009069887019799999|0.008894515159579999
6109908|5887.98|68.35|4.398|0.113|0.158|0.066|1.3796168949899998|0.0877369725767|0.0818099518868
6109998|5838.94|116.83|3.862|0.192|-0.298|0.113|5.26243401731|0.245184182685|0.232773806307
6110816|5460.85|55.78|4.638|0.092|0.032|0.053|0.597852350809|0.0132640207962|0.0129849497099
6114745|6383.34|19.1|4.226|0.031|0.04|0.017|4.65568806378|0.168514031012|0.162082595416
6116442|5717.58|31.21|4.561|0.051|-0.016|0.03|0.8403577577169999|0.0213228963815|0.020831539173400002
6117654|6206.3|27.88|4.136|0.046|0.206|0.027|4.083900385990001|0.129044370936|0.125130699187
6118145|6622.75|11.89|4.194|0.019|-0.119|0.01|7.0106734804499995|0.307604275676|0.29328126712200003
6119107|6036.52|21.68|4.132|0.036|0.054|0.02|3.45288749823|0.11228802883|0.108454511238
6119964|6200.73|14.57|3.961|0.024|-0.167|0.013|24.2380039223|2.18237952977|1.94215819597
6119994|5192.61|55.19|4.69|0.091|0.048|0.054|0.429027494183|0.00926232238656|0.00909253266852
6119999|6469.66|15.4|3.983|0.025|-0.025|0.014|12.0023123967|0.72517551275|0.6741233286839999
6122678|5891.18|100.28|4.039|0.165|-0.203|0.097|15.6117652994|1.4945631619100002|1.32817702785
6123967|4306.24|56.62|4.718|0.093|-0.326|0.054|0.13020663211|0.00253666245891|0.0024907028008
6124396|6067.79|18.18|4.276|0.03|0.222|0.016|2.8832170058499997|0.11827985775699999|0.1132486554
6125631|6560.84|22.81|4.106|0.037|0.022|0.02|13.7328922998|0.650437845559|0.616755252042
6127764|6519.19|78.44|4.03|0.129|-0.154|0.076|4.72711852034|0.198973371267|0.190760221321
6127993|6317.72|24.24|4.342|0.04|0.174|0.023|2.24872421377|0.0748613462685|0.07248212412050001
6128200|6463.49|99.51|3.99|0.164|0.087|0.096|8.41750756109|0.256051080839|0.249104644549
6129709|5854.26|58.17|4.455|0.096|0.233|0.056|1.29126614429|0.0392852030925|0.0381347237872
6130409|5712.08|57.37|4.425|0.095|0.272|0.055|0.874492136446|0.020075930333|0.0195393064866
6130977|6396.44|13.85|4.179|0.021|0.034|0.011|3.2833066828400006|0.0791882201838|0.07676892016039999
6131436|6161.79|26.72|4.168|0.044|0.227|0.025|2.90711944429|0.10205461582599999|0.0982216313811
6139383|6497.5|17.83|4.128|0.03|-0.03|0.016|5.597560454780001|0.269488543144|0.25547399438
6139483|6788.38|60.94|4.066|0.1|-0.043|0.059|7.556415187180001|0.44067812253399996|0.41258316649899995
6139884|5679.4|26.23|4.493|0.043|-0.095|0.024|0.8020121058859999|0.027638476405599997|0.0266847209106
6140300|6114.17|40.1|4.406|0.066|0.007|0.038|1.7086484883500002|0.0654776117745|0.0629272589037
6142317|5689.16|25.2|4.33|0.042|0.122|0.023|1.30847671445|0.040675876995800005|0.0393448623
6143331|5868.45|77.2|4.234|0.127|0.173|0.075|2.5601361364099997|0.154792737262|0.144880748059
6146418|5987.46|15.2|4.046|0.023|0.097|0.012|3.6396297192900002|0.121057024405|0.11664993767000001
6147108|6435.85|23.25|4.225|0.038|0.007|0.022|3.5550035507699995|0.171548331937|0.162760287115
6148370|6320.65|13.06|4.072|0.021|0.074|0.011|5.01860284286|0.173865619408|0.167527694956
6149138|6023.03|22.81|4.419|0.038|0.081|0.021|1.3097053061700001|0.041671815010300005|0.0400776901888
6149358|6587.48|72.05|4.244|0.118|-0.08|0.07|2.9151711545700003|0.0798658274611|0.0774214288134
6149885|6400.99|25.89|4.232|0.043|-0.097|0.024|2.54096033324|0.0797332050984|0.0770270674496
6150118|4552.84|57.95|4.691|0.095|-0.42|0.056|0.211850961107|0.00423901889893|0.0041709380573099995
6153673|6877.35|34.26|4.029|0.057|-0.213|0.033|11.2866330677|0.8500343423669999|0.7763557216600001
6181175|5735.87|35.19|4.254|0.058|0.367|0.033|1.58577969858|0.0488464629781|0.0472596749393
6182131|5621.11|17.83|3.909|0.029|0.106|0.016|5.95370979344|0.21977346445300003|0.211253232781
6183676|4991.09|40.6|4.668|0.067|0.193|0.039|0.35043684851499995|0.009613842885760001|0.009381951316749999
6183716|6251.88|18.89|4.318|0.031|-0.036|0.017|1.97527469347|0.07340365892680001|0.07010057779619999
6184133|5507.98|33.29|4.547|0.055|-0.104|0.031|0.598520653978|0.012490512445399999|0.0122973241196
6184293|5744.45|32.62|4.019|0.054|0.129|0.031|4.365095922119999|0.33835959295400003|0.307733443088
6184944|5508.99|56.54|3.912|0.093|-0.504|0.054|2.3599280907599995|0.137189282292|0.12838312329
6185004|6456.89|25.47|4.201|0.042|0.064|0.024|3.13484166091|0.113732096898|0.10901260264
6185204|5398.32|28.48|4.649|0.047|0.029|0.027|0.600779017919|0.013237325945700002|0.0129760157194
6185349|5621.12|51.59|4.427|0.085|0.274|0.049|0.9935270667180001|0.0377516610674|0.0364893683294
6186119|5406.98|35.22|4.587|0.058|0.055|0.033|0.594959743327|0.0302903177176|0.028719735208799998
6188789|5804.63|31.25|4.342|0.052|-0.18|0.03|2.36143373056|0.0838194122154|0.08092160453
6190835|5683.45|34.43|4.407|0.057|0.365|0.033|1.69409361611|0.141848972261|0.12853378882400002
6190898|4990.17|39.41|4.66|0.065|0.265|0.037|0.401633000547|0.007151205759470001|0.00704271193602
6191036|5922.29|20.55|4.14|0.034|0.202|0.019|4.77056886232|0.17313062552499997|0.1663201493
6191340|5606.59|17.6|3.827|0.028|0.011|0.015|3.7483534233899998|0.13090620182600002|0.126824453122
6192736|4809.46|38.47|4.641|0.063|0.054|0.036|0.348334049497|0.00666043845629|0.006541617740250001
6196543|5640.58|25.55|4.566|0.042|0.066|0.024|0.781700031279|0.016153533366300002|0.015892215602500002
6197539|6124.06|32.5|4.371|0.054|-0.149|0.031|1.7545519344799998|0.0637377122454|0.061578782381899996
6197937|6195.9|15.72|3.773|0.025|0.163|0.014|16.7514413376|1.07917182636|0.997535923327
6198118|5817.53|23.55|4.098|0.038|0.141|0.02|2.4890985267|0.0848768963293|0.0816463837443
6198383|6161.28|22.65|4.135|0.037|-0.104|0.021|4.87645844266|0.226285840507|0.21509409046
6198533|5628.14|62.28|3.988|0.103|0.144|0.06|5.4882450035399994|0.260895883713|0.247517311379
6198885|5351.69|30.24|4.598|0.05|-0.079|0.029|0.44292335435|0.00995192254151|0.00973656382223
6203421|5573.11|57.95|4.429|0.096|-0.026|0.056|0.63166824015|0.0171769861473|0.0166272214024
6203753|5768.36|120.42|4.551|0.198|0.208|0.117|1.086318715|0.0411044333232|0.0393689296743
6203755|5981.78|37.67|3.895|0.062|-0.009|0.036|8.70848455936|0.434278520825|0.41093370063900003
6206128|5974.98|38.39|4.221|0.063|0.363|0.037|2.8806615990599997|0.14695682625700002|0.138993290241
6206665|6156.54|27.42|4.314|0.045|0.118|0.025|2.82671128101|0.118236318263|0.113425800695
6208068|6392.11|17.73|4.22|0.029|-0.109|0.016|2.4978899269|0.0821876537194|0.0794535315142
6209318|5398.55|111.3|4.604|0.183|-0.02|0.108|0.502015277654|0.0200767128821|0.0191758346685
6212430|5973.83|39.36|4.461|0.065|0.209|0.038|1.32836557389|0.0344653996759|0.0335673832985
6213181|6027.53|16.13|4.176|0.027|0.033|0.015|4.993597867869999|0.185157765255|0.17774029550599998
6213405|5253.44|97.76|4.746|0.161|0.152|0.094|0.421966330748|0.0120398801869|0.0117409893226
6214028|5415.84|64.52|4.707|0.106|0.015|0.062|0.459489563733|0.0130696793489|0.0127486417867
6214108|6217.5|81.35|4.28|0.134|0.197|0.078|2.2902889774|0.0973710989979|0.09269274599300001
6219880|5971.91|69.99|4.417|0.115|-0.123|0.067|1.97080200507|0.06717126593230001|0.06482699268690001
6220616|6528.58|20.04|4.222|0.032|-0.045|0.018|2.86599452316|0.08903594072910001|0.0862956642671
6221371|5815.7|65.9|4.368|0.108|0.072|0.064|1.98059878395|0.253362151436|0.214261783032
6221992|6492.92|34.93|3.881|0.058|0.128|0.034|23.5404349496|2.3412852597900002|2.06112612488
6222079|6544.21|50.33|4.124|0.083|0.253|0.048|9.12655390798|0.727489378283|0.6682814525190001
6223256|5986.38|33.34|4.426|0.055|-0.11|0.031|2.52830606378|0.194187286658|0.177721004784
6223262|6284.7|34.55|4.26|0.057|0.209|0.032|2.38429270466|0.0770606087215|0.0743545619265
6224137|6504.51|14.71|4.221|0.024|-0.265|0.013|2.60157388858|0.0941300195702|0.0907744660199
6224216|5148.45|30.78|4.733|0.05|0.041|0.028|0.34025293158500003|0.00784465802695|0.00766554914079
6229304|6118.51|29.47|4.257|0.049|0.183|0.028|3.06416059122|0.0903920869864|0.08788025673149999
6229764|6718.28|20.01|4.111|0.033|-0.026|0.019|11.7539355284|2.05118103799|1.6366064897
6230001|6417.11|24.29|4.235|0.04|-0.034|0.023|3.2428090419|0.132326173273|0.126660573046
6231129|5898.35|31.56|4.387|0.052|0.095|0.03|2.38404846705|0.07171248917439998|0.06904610616569999
6231352|6171.27|38.7|4.346|0.064|-0.01|0.037|8.53915045917|2.3393289394099996|1.69051378824
6231572|6166.37|20.97|4.337|0.035|-0.134|0.02|1.6945933507|0.0406932413733|0.039454954947
6233090|6283.13|71.15|4.368|0.117|0.042|0.069|2.32583302206|0.0725293482527|0.0702615525128
6263470|6657.19|62.2|4.202|0.102|-0.214|0.06|8.72195527098|0.9680182315379999|0.8424899415520001
6263957|6092.51|20.19|4.379|0.033|0.111|0.018|1.7333390150999999|0.057406747241400005|0.055108487566
6263983|5719.3|30.05|4.485|0.05|0.043|0.028|1.00523880112|0.026678618621200002|0.026050322527200003
6265041|5816.65|23.42|3.807|0.039|0.079|0.022|5.610379547259999|0.256091453196|0.24348281577300002
6265113|5760.4|20.17|4.128|0.033|-0.087|0.019|1.94869406379|0.0690104493675|0.0666544025607
6265159|5167.5|31.18|4.559|0.051|0.326|0.029|0.900033815545|0.030707774350799997|0.029582524396000003
6266475|5607.46|37.89|4.437|0.062|0.083|0.036|0.8214440067059999|0.0201829511807|0.0197452261707
6267065|5527.48|27.21|4.437|0.045|0.115|0.026|0.736012367086|0.0342553969303|0.0325722960286
6267144|5470.03|27.34|4.485|0.045|0.391|0.025|0.736937683793|0.017665820160099998|0.017223969091099998
6267809|6270.77|18.57|4.276|0.031|-0.008|0.017|2.62348599305|0.0906767659726|0.0873758016955
6267900|6003.54|48.05|4.493|0.079|0.043|0.046|1.47315179852|0.0368780260024|0.0358993400414
6268068|5818.69|20.2|4.376|0.033|-0.136|0.019|1.1087965848999999|0.0326342025206|0.0318541824759
6268520|6313.99|24.31|4.186|0.04|-0.047|0.023|2.5001804789400004|0.08642334417210001|0.08375269667289999
6268785|6072.2|40.3|3.873|0.066|0.027|0.039|11.574264850599999|0.7526646650650001|0.695995133917
6268789|5876.76|87.15|4.541|0.143|0.21|0.084|1.27004056136|0.0563074522754|0.05359543816719999
6270968|5379.51|25.72|3.969|0.042|-0.406|0.024|2.9748700868999998|0.0807748754986|0.0789477704022
6271094|6277.34|14.49|4.085|0.023|0.051|0.012|4.25453192125|0.15638137664899998|0.150447848658
6271442|6475.4|19.13|4.197|0.032|-0.081|0.018|2.9744586938700004|0.0934322520337|0.09056486424110001
6271613|5896.24|25.88|4.388|0.043|0.271|0.024|1.45583558459|0.0701505258716|0.0664644461771
6272252|5970.07|17.84|4.391|0.029|0.139|0.016|1.3940826336|0.0300810466432|0.029410387105299998
6272547|6062.51|15.23|4.363|0.024|-0.22|0.013|1.8236019843900002|0.0405692321481|0.039778197664300005
6273524|6065.26|53.86|4.403|0.089|-0.001|0.052|1.98647328525|0.09389020093469999|0.088878020335
6276938|6148.8|28.98|4.427|0.048|0.079|0.027|2.32010597235|0.076314459465|0.0740680761542
6277594|6296.51|17.53|4.157|0.029|-0.052|0.016|6.999935409189999|0.31030711471|0.295534861642
6278032|6349.26|20.35|4.286|0.034|-0.006|0.019|3.2360744897099996|0.130612059452|0.125404232462
6278127|6612.13|21.53|3.756|0.03|0.335|0.017|21.909604169899996|0.9686837951989999|0.922164588995
6278518|6017.14|18.36|3.996|0.029|0.064|0.015|5.00833540245|0.161041217618|0.156015876268
6278728|6451.8|18.84|4.214|0.031|-0.115|0.018|2.95074728963|0.100053560974|0.09663148009719999
6278992|5301.87|35.15|4.64|0.054|0.286|0.029|0.49702893494499994|0.009573119421830001|0.0094380715474
6279323|5690.54|32.6|4.49|0.054|0.184|0.031|1.03616672933|0.0320457460912|0.030916299224400003
6279477|6155.9|18.1|4.052|0.029|0.131|0.016|5.33546342952|0.21671424346299997|0.207171785167
6279740|6380.05|16.27|4.085|0.026|0.113|0.014|5.73123030841|0.190902949775|0.18421282261799998
6280416|6491.35|16.27|4.179|0.027|-0.019|0.015|3.7890087316800005|0.19259885090999998|0.181895343807
6283374|5323.35|31.12|3.837|0.051|0.373|0.029|4.20956837789|0.134415166831|0.130471095082
6283862|6212.29|18.93|4.259|0.028|0.184|0.015|2.2410888724599998|0.055331882510400006|0.053856137850800005
6284778|6358.47|30.77|4.272|0.051|0.036|0.029|2.50246702968|0.101959602684|0.09823995739980002
6285677|6128.51|18.81|4.326|0.031|0.193|0.017|1.95512941323|0.034593543305|0.0341515349863
6285985|6291.83|31.76|4.142|0.052|0.171|0.03|3.3203961246200002|0.109438494878|0.10615789642699999
6289256|5228.15|80.58|4.584|0.133|0.2|0.078|0.451518278082|0.014260726465|0.0138726525411
6289471|5890.87|20.64|4.421|0.034|-0.062|0.019|3.88748535629|0.125631532491|0.121586838391
6290974|4888.71|58.55|4.491|0.097|-0.083|0.056|0.507928433986|0.011372245069|0.0111251971494
6292447|5747.98|22.44|4.254|0.037|0.089|0.021|2.7817241528600003|0.183351643116|0.169212799513
6292732|5764.23|81.63|4.353|0.134|0.129|0.079|2.5015054299|0.100946665669|0.09708409900589998
6292949|6370.39|31.52|4.292|0.052|0.054|0.03|2.4620360682599998|0.07832103300689999|0.0760767275838
6293695|5087.97|36.5|4.801|0.06|0.039|0.034|0.63671511646|0.015530767047899999|0.015208832272299999
6294042|6536.83|101.05|4.074|0.166|0.18|0.098|3.1567489342900004|0.109392867849|0.105045727359
6295264|6456.49|19.36|4.241|0.032|-0.096|0.018|2.55359909508|0.09034718566710001|0.08709459839
6303119|6396.04|69.72|4.221|0.115|-0.026|0.067|2.87638331418|0.11552605116800001|0.110642325793
6303643|5457.91|77.45|4.585|0.127|0.408|0.075|0.7130942223000001|0.0508327009693|0.0466351164924
6304528|6072.95|21.35|3.917|0.035|-0.137|0.02|11.4954556405|0.5005018045|0.478142130071
6307746|6128.53|14.77|4.177|0.022|0.111|0.012|2.96236264166|0.08908044703710001|0.0863188120517
6308708|5247.65|34.23|4.587|0.056|0.117|0.032|0.7999178869689999|0.037140500353900006|0.0352811112342
6309193|5681.08|33.75|4.497|0.056|0.145|0.032|1.41451587615|0.0683694280189|0.0645562262162
6310017|6647.11|19.24|4.214|0.032|-0.039|0.018|3.09281886399|0.0826863411|0.0804698608558
6314180|5284.97|64.05|4.633|0.105|0.087|0.062|0.503917221891|0.0130602473977|0.0127230395444
6341792|5191.71|41.4|4.752|0.068|0.028|0.039|0.39434315428800004|0.0108591921101|0.010570617158899998
6344379|5269.37|74.67|4.606|0.123|0.048|0.072|0.584442339042|0.016773795113999998|0.0163486678944
6346298|5567.85|48.85|4.59|0.081|0.109|0.047|1.28527366407|0.0344816912019|0.0334246021605
6346894|5881.27|21.47|4.48|0.035|0.1|0.019|1.15478685189|0.0256014710572|0.0248436837426
6347007|5480.97|24.98|4.605|0.04|0.053|0.022|0.582708541654|0.0116695208195|0.0114553179166
6347470|5898.03|25.4|4.527|0.042|0.085|0.023|1.16386899214|0.025800346849700003|0.0253367318486
6347662|6521.04|20.58|3.955|0.034|0.005|0.019|14.5550109567|0.754015802496|0.7093609086470001
6349923|5548.93|85.72|4.732|0.141|0.23|0.083|0.658796419948|0.0243062590374|0.023376407839200003
6351499|5220.89|29.08|4.566|0.048|-0.485|0.027|0.430905015978|0.011109205078000001|0.010852600406599999
6351629|6208.83|76.0|4.112|0.125|-0.395|0.073|3.67252134454|0.15705509762800002|0.149799120223
6351794|6036.83|40.7|4.426|0.067|0.098|0.039|1.5303305327|0.0429025382422|0.0415877373891
6351838|4284.69|43.32|4.598|0.072|0.03|0.041|0.176597167467|0.00314170202279|0.0030870475629599997
6352261|4741.72|53.52|4.684|0.088|0.188|0.051|0.306234382522|0.011122700996900001|0.0107286627175
6352940|4953.47|79.55|4.684|0.131|0.204|0.077|0.337637913631|0.00632810390349|0.00623721162287
6353125|5778.84|39.24|3.884|0.065|-0.044|0.037|5.74343616105|0.265370379|0.252262334381
6356331|6285.75|20.85|4.174|0.034|0.078|0.019|3.8130993766900003|0.137175652635|0.132346059405
6356556|5595.87|100.02|4.578|0.165|-0.111|0.097|0.808750297809|0.019019985023|0.0184395175787
6358667|6543.66|27.11|4.211|0.045|-0.015|0.026|3.8195797842699997|0.191716330383|0.181286945052
6359292|5453.01|50.35|4.596|0.083|0.12|0.048|0.744098780457|0.022237743457499997|0.0214396380407
6359598|6173.33|15.85|4.138|0.026|-0.107|0.014|4.13017547541|0.173359209926|0.16587234083799998
